Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Gross Revenue,Date,Time,Payment,Unit Cost
756-01-7507,C,Nagpur,Member,Female,Health and beauty,81.51,1,4.08,85.59,1/22/2019,10:57,Ewallet,17.93
521-18-7827,C,Nagpur,Member,Male,Home and lifestyle,39.39,5,1.97,206.8,1/22/2019,20:46,Credit card,8.27
460-35-4390,A,Chennai,Normal,Male,Home and lifestyle,30.68,3,1.53,96.64,1/22/2019,11:00,Ewallet,4.91
563-47-4072,B,Mumbai,Normal,Female,Health and beauty,55.81,6,2.79,351.6,1/22/2019,11:52,Cash,10.6
120-54-2248,B,Mumbai,Normal,Female,Food and beverages,28.86,5,1.44,151.52,1/22/2019,18:08,Credit card,5.77
480-63-2856,C,Nagpur,Normal,Male,Food and beverages,19.25,8,0.96,161.7,1/23/2019,18:37,Ewallet,4.43
565-80-5980,C,Nagpur,Member,Female,Home and lifestyle,47.38,4,2.37,199,1/23/2019,10:25,Cash,8.05
731-81-9469,C,Nagpur,Member,Female,Sports and travel,89.8,10,4.49,942.9,1/23/2019,13:00,Credit card,13.47
434-83-9547,C,Nagpur,Member,Male,Food and beverages,38.47,8,1.92,323.15,1/23/2019,11:51,Cash,8.85
604-70-6476,A,Chennai,Member,Male,Fashion accessories,17.94,5,0.9,94.19,1/23/2019,14:04,Ewallet,3.77
740-22-2500,C,Nagpur,Normal,Female,Electronic accessories,84.05,3,4.2,264.76,1/23/2019,13:29,Cash,12.61
767-05-1286,C,Nagpur,Member,Female,Home and lifestyle,83.77,6,4.19,527.75,1/23/2019,12:10,Ewallet,19.27
213-32-1216,A,Chennai,Normal,Female,Electronic accessories,66.06,6,3.3,416.18,1/23/2019,10:28,Cash,15.19
219-61-4139,C,Nagpur,Normal,Male,Electronic accessories,83.08,1,4.15,87.23,1/23/2019,17:16,Ewallet,19.11
318-12-0304,A,Chennai,Normal,Male,Fashion accessories,30.61,1,1.53,32.14,1/23/2019,12:20,Ewallet,7.04
828-46-6863,A,Chennai,Member,Male,Food and beverages,98.53,6,4.93,620.74,1/23/2019,11:22,Credit card,22.66
790-38-4466,C,Nagpur,Normal,Female,Health and beauty,10.99,5,0.55,57.7,1/23/2019,10:18,Credit card,1.87
477-59-2456,C,Nagpur,Normal,Female,Fashion accessories,45.44,7,2.27,333.98,1/23/2019,11:15,Cash,10.45
160-22-2687,A,Chennai,Member,Female,Health and beauty,95.95,5,4.8,503.74,1/23/2019,14:21,Ewallet,18.23
160-22-2687,A,Chennai,Member,Female,Food and beverages,47.63,9,2.38,450.1,1/23/2019,12:35,Cash,7.62
809-46-1866,A,Chennai,Normal,Male,Health and beauty,58.15,4,2.91,244.23,1/23/2019,17:44,Cash,9.89
148-41-7930,C,Nagpur,Normal,Male,Health and beauty,99.96,7,5,734.71,1/23/2019,10:33,Cash,22.99
232-11-3025,A,Chennai,Normal,Male,Sports and travel,78.77,10,3.94,827.09,1/24/2019,10:04,Cash,17.33
139-20-0155,B,Mumbai,Member,Male,Electronic accessories,40.3,10,2.02,423.15,1/24/2019,17:37,Credit card,6.85
726-27-2396,A,Chennai,Normal,Female,Health and beauty,77.5,5,3.88,406.88,1/24/2019,20:36,Ewallet,12.4
435-13-4908,A,Chennai,Member,Male,Fashion accessories,86.68,8,4.33,728.11,1/24/2019,18:04,Credit card,19.07
789-23-8625,B,Mumbai,Member,Male,Fashion accessories,93.22,3,4.66,293.64,1/24/2019,11:45,Cash,17.71
510-79-0415,B,Mumbai,Member,Female,Sports and travel,23.08,6,1.15,145.4,1/24/2019,19:20,Ewallet,5.08
438-23-1242,B,Mumbai,Normal,Male,Electronic accessories,75.88,7,3.79,557.72,1/24/2019,10:38,Ewallet,17.45
775-72-1988,B,Mumbai,Normal,Male,Home and lifestyle,73.28,5,3.66,384.72,1/24/2019,15:05,Ewallet,13.19
443-60-9639,C,Nagpur,Member,Female,Home and lifestyle,60.87,1,3.04,63.91,1/24/2019,13:24,Cash,13.39
778-34-2523,A,Chennai,Member,Female,Electronic accessories,48.62,8,2.43,408.41,1/24/2019,10:57,Cash,8.75
237-44-6163,A,Chennai,Normal,Male,Electronic accessories,10.56,8,0.53,88.7,1/24/2019,17:43,Cash,2.43
235-06-8510,C,Nagpur,Member,Male,Home and lifestyle,85.72,3,4.29,270.02,1/24/2019,20:59,Ewallet,16.29
602-16-6955,B,Mumbai,Normal,Female,Sports and travel,76.6,10,3.83,804.3,1/24/2019,18:10,Ewallet,13.79
145-94-9061,B,Mumbai,Normal,Female,Food and beverages,88.36,5,4.42,463.89,1/25/2019,19:48,Cash,14.14
778-71-5554,C,Nagpur,Member,Male,Fashion accessories,15.43,1,0.77,16.2,1/25/2019,15:46,Credit card,2.93
191-10-6171,B,Mumbai,Normal,Female,Fashion accessories,39.62,7,1.98,291.21,1/25/2019,13:18,Cash,8.32
280-17-4359,C,Nagpur,Member,Male,Health and beauty,90.5,10,4.53,950.25,1/25/2019,13:48,Cash,15.39
824-88-3614,C,Nagpur,Normal,Male,Health and beauty,34.31,8,1.72,288.2,1/25/2019,15:00,Ewallet,5.15
888-02-0338,A,Chennai,Normal,Male,Electronic accessories,26.23,9,1.31,247.87,1/25/2019,20:24,Ewallet,4.46
283-79-9594,B,Mumbai,Normal,Female,Food and beverages,48.51,7,2.43,356.55,1/25/2019,13:30,Credit card,7.76
307-83-9164,A,Chennai,Member,Male,Home and lifestyle,60.01,4,3,252.04,1/25/2019,15:54,Cash,13.2
730-61-8757,B,Mumbai,Member,Male,Health and beauty,51.13,4,2.56,214.75,1/25/2019,10:11,Credit card,9.71
261-12-8671,B,Mumbai,Normal,Female,Fashion accessories,60.96,2,3.05,128.02,1/25/2019,19:39,Credit card,13.41
569-71-4390,B,Mumbai,Normal,Male,Sports and travel,21.87,2,1.09,45.93,1/25/2019,14:29,Ewallet,3.28
569-71-4390,B,Mumbai,Normal,Male,Health and beauty,96.11,1,4.81,100.92,1/25/2019,16:28,Ewallet,19.22
340-21-9136,A,Chennai,Member,Female,Sports and travel,40.05,4,2,168.21,1/25/2019,11:40,Cash,7.61
856-66-2701,A,Chennai,Member,Male,Home and lifestyle,53.3,3,2.67,167.9,1/25/2019,14:19,Ewallet,9.06
394-55-6384,C,Nagpur,Member,Female,Sports and travel,70.19,9,3.51,663.3,1/25/2019,13:38,Cash,16.14
288-38-3758,C,Nagpur,Member,Female,Fashion accessories,84.87,3,4.24,267.34,1/25/2019,18:30,Ewallet,15.28
843-73-4724,A,Chennai,Normal,Male,Fashion accessories,74.1,1,3.71,77.81,1/25/2019,11:05,Cash,17.04
847-38-7188,B,Mumbai,Normal,Female,Food and beverages,96.68,3,4.83,304.54,1/26/2019,19:56,Ewallet,22.24
225-32-0908,C,Nagpur,Normal,Female,Sports and travel,44.86,10,2.24,471.03,1/26/2019,19:54,Ewallet,6.73
316-55-4634,B,Mumbai,Member,Male,Food and beverages,80.05,5,4,420.26,1/26/2019,12:45,Credit card,12.01
641-43-2399,B,Mumbai,Normal,Male,Home and lifestyle,25.55,4,1.28,107.31,1/26/2019,20:23,Ewallet,4.6
836-82-5858,B,Mumbai,Member,Male,Health and beauty,69.37,9,3.47,655.55,1/26/2019,19:14,Ewallet,13.18
289-65-5721,B,Mumbai,Normal,Female,Fashion accessories,81.37,2,4.07,170.88,1/26/2019,19:28,Cash,18.72
834-61-8124,A,Chennai,Normal,Male,Electronic accessories,51.69,7,2.58,379.92,1/26/2019,18:22,Cash,11.89
173-82-9529,B,Mumbai,Normal,Female,Fashion accessories,37.95,10,1.9,398.48,1/26/2019,14:51,Cash,6.07
539-21-7227,B,Mumbai,Normal,Female,Sports and travel,51.54,5,2.58,270.59,1/26/2019,17:45,Cash,10.31
258-69-7810,C,Nagpur,Normal,Female,Fashion accessories,36.85,5,1.84,193.46,1/26/2019,18:53,Cash,5.9
881-41-7302,C,Nagpur,Normal,Female,Fashion accessories,64.99,1,3.25,68.24,1/26/2019,10:06,Credit card,13.65
135-13-8269,B,Mumbai,Member,Female,Food and beverages,78.88,2,3.94,165.65,1/26/2019,16:04,Cash,15.78
308-39-1707,A,Chennai,Normal,Female,Fashion accessories,12.09,1,0.6,12.69,1/26/2019,18:19,Credit card,2.3
896-34-0956,A,Chennai,Normal,Male,Fashion accessories,21.32,1,1.07,22.39,1/26/2019,12:43,Cash,4.05
176-78-1170,C,Nagpur,Member,Male,Health and beauty,33.81,3,1.69,106.5,1/26/2019,15:11,Ewallet,5.07
794-42-3736,B,Mumbai,Normal,Male,Food and beverages,33.33,2,1.67,69.99,1/26/2019,14:41,Credit card,6.33
452-04-8808,B,Mumbai,Normal,Male,Electronic accessories,87.08,7,4.35,640.04,1/26/2019,15:17,Cash,15.67
123-19-1176,A,Chennai,Member,Male,Health and beauty,58.22,8,2.91,489.05,1/27/2019,20:33,Ewallet,9.32
870-54-3162,A,Chennai,Normal,Female,Sports and travel,32.25,5,1.61,169.31,1/27/2019,13:26,Cash,5.81
870-54-3162,A,Chennai,Normal,Female,Home and lifestyle,12.03,2,0.6,25.26,1/27/2019,15:51,Cash,2.29
613-59-9758,C,Nagpur,Normal,Female,Sports and travel,14.36,10,0.72,150.78,1/27/2019,14:28,Cash,2.44
613-59-9758,C,Nagpur,Member,Female,Fashion accessories,54.07,9,2.7,510.96,1/27/2019,14:55,Ewallet,10.81
325-90-8763,C,Nagpur,Member,Female,Electronic accessories,46.57,10,2.33,488.99,1/27/2019,13:58,Cash,6.99
862-59-8517,C,Nagpur,Normal,Female,Food and beverages,90.24,6,4.51,568.51,1/27/2019,11:17,Cash,20.76
620-02-2046,C,Nagpur,Normal,Male,Home and lifestyle,69.4,2,3.47,145.74,1/27/2019,19:48,Ewallet,15.96
595-27-4851,A,Chennai,Normal,Female,Fashion accessories,54.28,7,2.71,398.96,1/27/2019,18:05,Ewallet,12.48
534-01-4457,A,Chennai,Normal,Male,Food and beverages,81.71,6,4.09,514.77,1/27/2019,14:36,Credit card,12.26
788-07-8452,C,Nagpur,Member,Female,Home and lifestyle,24.24,7,1.21,178.16,1/27/2019,17:38,Ewallet,3.88
869-11-3082,B,Mumbai,Member,Male,Health and beauty,96.16,4,4.81,403.87,1/27/2019,20:03,Credit card,16.35
585-90-0249,A,Chennai,Member,Male,Electronic accessories,73.26,1,3.66,76.92,1/27/2019,18:08,Ewallet,13.92
624-01-8356,B,Mumbai,Normal,Female,Home and lifestyle,49.01,10,2.45,514.61,1/27/2019,10:44,Credit card,8.82
149-71-6266,B,Mumbai,Member,Male,Sports and travel,78.07,9,3.9,737.76,1/28/2019,12:43,Cash,15.61
400-89-4171,C,Nagpur,Normal,Female,Sports and travel,80.97,8,4.05,680.15,1/28/2019,13:05,Cash,13.76
342-65-4817,C,Nagpur,Member,Male,Health and beauty,86.8,3,4.34,273.42,1/28/2019,16:47,Ewallet,14.76
593-65-1552,C,Nagpur,Normal,Female,Home and lifestyle,69.81,4,3.49,293.2,1/28/2019,20:50,Credit card,13.96
211-30-9270,C,Nagpur,Normal,Male,Health and beauty,17.41,5,0.87,91.4,1/28/2019,15:16,Credit card,3.13
372-26-1506,C,Nagpur,Normal,Female,Fashion accessories,23.82,5,1.19,125.06,1/28/2019,19:24,Ewallet,3.81
390-80-5128,B,Mumbai,Member,Female,Health and beauty,19.15,1,0.96,20.11,1/28/2019,17:58,Credit card,4.4
726-29-6793,A,Chennai,Member,Male,Electronic accessories,24.18,8,1.21,203.11,1/28/2019,20:54,Ewallet,4.84
243-47-2663,C,Nagpur,Member,Male,Electronic accessories,18.77,6,0.94,118.25,1/28/2019,16:43,Credit card,2.82
222-42-0244,B,Mumbai,Member,Female,Health and beauty,72.11,9,3.61,681.44,1/28/2019,13:53,Credit card,15.86
544-55-9589,B,Mumbai,Member,Female,Electronic accessories,21.43,10,1.07,225.02,1/28/2019,11:51,Cash,3.64
699-88-1972,B,Mumbai,Normal,Male,Health and beauty,99.16,8,4.96,832.94,1/28/2019,17:47,Credit card,20.82
865-41-9075,A,Chennai,Normal,Male,Food and beverages,11.53,7,0.58,84.75,1/28/2019,17:35,Cash,2.65
430-53-4718,B,Mumbai,Member,Male,Health and beauty,75.37,8,3.77,633.11,1/28/2019,15:46,Credit card,15.83
746-94-0204,A,Chennai,Normal,Male,Fashion accessories,83.24,9,4.16,786.62,1/29/2019,11:56,Credit card,14.98
606-80-4905,C,Nagpur,Member,Female,Sports and travel,19.15,6,0.96,120.65,1/29/2019,10:01,Credit card,3.64
110-48-7033,B,Mumbai,Member,Male,Fashion accessories,32.62,4,1.63,137,1/29/2019,14:12,Cash,4.89
382-25-8917,C,Nagpur,Normal,Male,Fashion accessories,42.08,6,2.1,265.1,1/29/2019,12:25,Cash,8.42
575-67-1508,A,Chennai,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,6.18
862-17-9201,B,Mumbai,Normal,Female,Food and beverages,84.05,6,4.2,529.52,1/29/2019,10:48,Credit card,18.49
343-61-3544,B,Mumbai,Member,Male,Sports and travel,26.67,10,1.33,280.04,1/29/2019,11:48,Cash,5.07
816-72-8853,A,Chennai,Member,Female,Sports and travel,27.93,5,1.4,146.63,1/29/2019,15:48,Cash,4.47
800-09-8606,A,Chennai,Member,Female,Home and lifestyle,87.37,5,4.37,458.69,1/29/2019,19:45,Cash,14.85
137-63-5492,C,Nagpur,Normal,Male,Electronic accessories,58.76,10,2.94,616.98,1/29/2019,14:26,Ewallet,12.93
569-76-2760,A,Chennai,Member,Female,Sports and travel,22.01,4,1.1,92.44,1/29/2019,18:15,Credit card,3.74
233-67-5758,C,Nagpur,Normal,Male,Health and beauty,40.35,1,2.02,42.37,1/29/2019,13:46,Ewallet,8.88
423-80-0988,C,Nagpur,Normal,Male,Sports and travel,76.4,2,3.82,160.44,1/30/2019,19:42,Ewallet,16.04
416-13-5917,C,Nagpur,Normal,Female,Food and beverages,97.03,5,4.85,509.41,1/30/2019,16:24,Ewallet,16.5
182-69-8360,B,Mumbai,Normal,Female,Electronic accessories,23.65,4,1.18,99.33,1/30/2019,13:32,Credit card,5.44
556-72-8512,C,Nagpur,Normal,Male,Home and lifestyle,22.96,1,1.15,24.11,1/30/2019,20:47,Cash,5.05
283-26-5248,C,Nagpur,Member,Female,Food and beverages,98.52,10,4.93,"1,034.46",1/30/2019,20:23,Ewallet,20.69
134-54-4720,B,Mumbai,Normal,Female,Electronic accessories,42.42,8,2.12,356.33,1/30/2019,13:58,Ewallet,9.33
664-14-2882,C,Nagpur,Member,Female,Home and lifestyle,10.53,5,0.53,55.28,1/30/2019,14:43,Credit card,1.68
804-38-3935,A,Chennai,Member,Male,Electronic accessories,93.78,3,4.69,295.41,1/30/2019,11:32,Credit card,21.57
862-29-5914,C,Nagpur,Normal,Female,Sports and travel,22.38,1,1.12,23.5,1/30/2019,17:08,Credit card,3.8
239-36-3640,B,Mumbai,Normal,Male,Electronic accessories,45.35,6,2.27,285.71,1/31/2019,13:44,Ewallet,9.07
583-72-1480,C,Nagpur,Member,Male,Electronic accessories,37.06,4,1.85,155.65,1/31/2019,16:24,Ewallet,7.78
366-93-0948,A,Chennai,Member,Male,Electronic accessories,66.35,1,3.32,69.67,1/31/2019,10:46,Credit card,14.6
226-71-3580,C,Nagpur,Normal,Female,Sports and travel,23.75,9,1.19,224.44,1/31/2019,12:02,Cash,4.75
532-59-7201,B,Mumbai,Member,Male,Sports and travel,79.93,6,4,503.56,1/31/2019,14:04,Cash,16.79
525-88-7307,B,Mumbai,Member,Male,Sports and travel,75.82,1,3.79,79.61,1/31/2019,13:19,Cash,11.37
286-75-7818,B,Mumbai,Normal,Male,Fashion accessories,69.08,2,3.45,145.07,1/31/2019,19:48,Credit card,15.89
187-83-5490,A,Chennai,Member,Male,Electronic accessories,20.77,4,1.04,87.23,1/31/2019,13:47,Cash,4.78
834-45-5519,B,Mumbai,Normal,Female,Electronic accessories,43,4,2.15,180.6,1/31/2019,20:48,Ewallet,6.88
735-32-9839,C,Nagpur,Member,Male,Fashion accessories,98.7,8,4.94,829.08,1/31/2019,10:36,Ewallet,22.7
525-09-8450,B,Mumbai,Normal,Male,Electronic accessories,72.13,10,3.61,757.37,1/31/2019,15:12,Credit card,15.15
457-94-0464,B,Mumbai,Member,Male,Electronic accessories,87.87,9,4.39,830.37,1/31/2019,20:32,Ewallet,19.33
189-55-2313,C,Nagpur,Normal,Female,Fashion accessories,62.18,10,3.11,652.89,1/31/2019,10:33,Ewallet,14.3
522-57-8364,A,Chennai,Member,Male,Fashion accessories,51.34,8,2.57,431.26,1/31/2019,10:00,Ewallet,9.75
551-21-3069,C,Nagpur,Normal,Female,Electronic accessories,23.07,9,1.15,218.01,02-01-2019,11:27,Cash,4.15
551-21-3069,C,Nagpur,Member,Female,Home and lifestyle,80.79,9,4.04,763.47,02-01-2019,20:31,Credit card,12.93
105-31-1824,A,Chennai,Member,Male,Sports and travel,69.52,7,3.48,510.97,02-01-2019,15:10,Credit card,13.21
870-76-1733,A,Chennai,Member,Female,Food and beverages,14.23,5,0.71,74.71,02-01-2019,10:08,Credit card,2.28
358-88-9262,C,Nagpur,Member,Female,Food and beverages,87.48,6,4.37,551.12,02-01-2019,18:43,Ewallet,15.75
443-82-0585,A,Chennai,Member,Female,Health and beauty,77.68,4,3.88,326.26,02-01-2019,19:54,Cash,14.76
554-53-8700,C,Nagpur,Member,Male,Home and lifestyle,56.11,2,2.81,117.83,02-02-2019,10:11,Cash,9.54
382-03-4532,A,Chennai,Member,Female,Health and beauty,18.33,1,0.92,19.25,02-02-2019,18:50,Cash,3.48
642-32-2990,A,Chennai,Normal,Female,Food and beverages,10.96,10,0.55,115.08,02-02-2019,20:48,Ewallet,1.97
376-02-8238,B,Mumbai,Normal,Male,Home and lifestyle,93.87,8,4.69,788.51,02-02-2019,18:42,Credit card,21.59
845-51-0542,B,Mumbai,Member,Male,Food and beverages,46.55,9,2.33,439.9,02-02-2019,15:34,Ewallet,9.31
376-56-3573,C,Nagpur,Normal,Female,Fashion accessories,95.42,4,4.77,400.76,02-02-2019,13:23,Ewallet,20.04
201-86-2184,B,Mumbai,Member,Female,Electronic accessories,26.26,7,1.31,193.01,02-02-2019,19:40,Cash,5.25
405-31-3305,A,Chennai,Member,Male,Fashion accessories,43.13,10,2.16,452.87,02-02-2019,18:31,Credit card,7.33
541-08-3113,C,Nagpur,Normal,Male,Food and beverages,65.97,8,3.3,554.15,02-02-2019,20:29,Cash,13.85
420-18-8989,A,Chennai,Member,Female,Sports and travel,51.52,8,2.58,432.77,02-02-2019,15:47,Cash,11.33
418-05-0656,B,Mumbai,Normal,Female,Fashion accessories,25.56,7,1.28,187.87,02-02-2019,20:42,Cash,5.88
390-17-5806,C,Nagpur,Member,Female,Food and beverages,38.42,1,1.92,40.34,02-02-2019,16:33,Cash,7.3
717-96-4189,C,Nagpur,Normal,Female,Electronic accessories,35.49,6,1.77,223.59,02-02-2019,12:40,Cash,7.81
756-93-1854,C,Nagpur,Member,Female,Fashion accessories,83.35,2,4.17,175.04,02-02-2019,14:05,Credit card,12.5
326-78-5178,C,Nagpur,Member,Male,Food and beverages,91.4,7,4.57,671.79,02-03-2019,10:19,Cash,18.28
347-34-2234,B,Mumbai,Member,Female,Sports and travel,55.07,9,2.75,520.41,02-03-2019,13:40,Ewallet,12.12
430-60-3493,A,Chennai,Member,Female,Home and lifestyle,94.88,7,4.74,697.37,02-03-2019,14:38,Cash,21.82
566-71-1091,A,Chennai,Normal,Male,Fashion accessories,77.02,5,3.85,404.36,02-03-2019,15:59,Cash,16.17
639-76-1242,C,Nagpur,Normal,Male,Food and beverages,40.52,5,2.03,212.73,02-03-2019,15:19,Cash,8.1
326-71-2155,C,Nagpur,Normal,Female,Sports and travel,73.95,4,3.7,310.59,02-03-2019,10:02,Cash,11.09
277-63-2961,B,Mumbai,Member,Male,Sports and travel,73.97,1,3.7,77.67,02-03-2019,15:53,Credit card,13.31
718-57-9773,C,Nagpur,Normal,Female,Sports and travel,49.33,10,2.47,517.97,02-03-2019,16:40,Credit card,8.39
443-59-0061,A,Chennai,Member,Male,Food and beverages,67.45,10,3.37,708.23,02-03-2019,11:25,Ewallet,12.14
742-04-5161,A,Chennai,Member,Male,Home and lifestyle,72.78,10,3.64,764.19,02-03-2019,17:24,Cash,16.74
322-02-2271,B,Mumbai,Normal,Female,Sports and travel,42.97,3,2.15,135.36,02-03-2019,11:46,Cash,9.45
585-86-8361,A,Chennai,Normal,Female,Food and beverages,27.28,5,1.36,143.22,02-03-2019,10:31,Credit card,6
190-59-3964,B,Mumbai,Member,Male,Food and beverages,47.16,5,2.36,247.59,02-03-2019,14:35,Credit card,8.96
190-59-3964,B,Mumbai,Member,Male,Fashion accessories,53.78,1,2.69,56.47,02-03-2019,20:13,Ewallet,9.68
441-94-7118,A,Chennai,Member,Male,Electronic accessories,71.95,1,3.6,75.55,02-04-2019,12:14,Cash,11.51
236-86-3015,C,Nagpur,Member,Male,Home and lifestyle,13.98,1,0.7,14.68,02-04-2019,13:38,Ewallet,2.8
745-71-3520,A,Chennai,Member,Female,Electronic accessories,25.22,7,1.26,185.37,02-04-2019,10:23,Cash,5.3
627-95-3243,B,Mumbai,Member,Female,Home and lifestyle,77.68,9,3.88,734.08,02-04-2019,13:21,Ewallet,16.31
198-66-9832,B,Mumbai,Member,Female,Fashion accessories,72.04,2,3.6,151.28,02-04-2019,19:38,Cash,12.97
695-28-6250,A,Chennai,Normal,Female,Sports and travel,43.06,5,2.15,226.07,02-04-2019,16:38,Ewallet,7.32
518-17-2983,A,Chennai,Normal,Female,Fashion accessories,48.63,4,2.43,204.25,02-04-2019,15:44,Ewallet,7.78
268-20-3585,C,Nagpur,Normal,Female,Health and beauty,13.85,9,0.69,130.88,02-04-2019,12:50,Ewallet,2.63
434-35-9162,B,Mumbai,Member,Male,Food and beverages,23.34,4,1.17,98.03,02-04-2019,18:53,Ewallet,4.2
404-91-5964,A,Chennai,Normal,Male,Electronic accessories,74.58,7,3.73,548.16,02-04-2019,16:09,Credit card,14.17
151-33-7434,B,Mumbai,Normal,Female,Food and beverages,67.77,1,3.39,71.16,02-04-2019,20:43,Credit card,10.84
479-26-8945,B,Mumbai,Member,Female,Sports and travel,16.49,2,0.82,34.63,02-05-2019,11:32,Ewallet,3.46
210-67-5886,C,Nagpur,Member,Female,Health and beauty,98.21,3,4.91,309.36,02-05-2019,10:41,Credit card,14.73
338-65-2210,C,Nagpur,Member,Female,Health and beauty,68.6,10,3.43,720.3,02-05-2019,19:57,Cash,13.72
729-09-9681,A,Chennai,Member,Male,Home and lifestyle,25.91,6,1.3,163.23,02-05-2019,10:16,Ewallet,4.4
181-94-6432,C,Nagpur,Member,Male,Fashion accessories,69.33,2,3.47,145.59,02-05-2019,19:05,Ewallet,15.95
374-17-3652,B,Mumbai,Member,Female,Food and beverages,42.82,9,2.14,404.65,02-05-2019,15:26,Credit card,9.42
210-57-1719,B,Mumbai,Normal,Female,Health and beauty,58.24,9,2.91,550.37,02-05-2019,12:34,Cash,11.65
880-35-0356,A,Chennai,Member,Female,Sports and travel,75.2,3,3.76,236.88,02-05-2019,11:51,Ewallet,16.54
307-04-2070,A,Chennai,Member,Female,Fashion accessories,30.62,1,1.53,32.15,02-05-2019,14:14,Credit card,5.21
325-89-4209,A,Chennai,Member,Male,Food and beverages,87.9,1,4.4,92.3,02-05-2019,19:42,Ewallet,19.34
409-49-6995,C,Nagpur,Member,Female,Food and beverages,47.27,6,2.36,297.8,02-05-2019,10:17,Cash,7.09
324-92-3863,A,Chennai,Member,Male,Electronic accessories,20.89,2,1.04,43.87,02-05-2019,18:45,Cash,4.39
351-62-0822,B,Mumbai,Member,Female,Fashion accessories,14.48,4,0.72,60.82,02-06-2019,18:07,Ewallet,2.17
183-56-6882,C,Nagpur,Member,Female,Food and beverages,99.42,4,4.97,417.56,02-06-2019,10:42,Ewallet,22.87
727-46-3608,B,Mumbai,Member,Female,Food and beverages,20.01,9,1,189.09,02-06-2019,15:47,Ewallet,3.8
512-91-0811,C,Nagpur,Normal,Male,Health and beauty,89.75,1,4.49,94.24,02-06-2019,20:05,Credit card,14.36
875-46-5808,B,Mumbai,Member,Male,Health and beauty,25.9,10,1.3,271.95,02-06-2019,14:51,Ewallet,4.4
595-86-2894,C,Nagpur,Member,Male,Fashion accessories,96.98,4,4.85,407.32,02-06-2019,17:20,Ewallet,18.43
609-81-8548,A,Chennai,Member,Female,Home and lifestyle,37.44,6,1.87,235.87,02-06-2019,13:55,Credit card,8.24
857-67-9057,B,Mumbai,Normal,Male,Electronic accessories,22.95,10,1.15,240.98,02-06-2019,19:20,Ewallet,5.28
258-92-7466,A,Chennai,Normal,Female,Health and beauty,35.68,5,1.78,187.32,02-06-2019,18:33,Credit card,7.49
149-14-0304,C,Nagpur,Member,Female,Health and beauty,28.5,8,1.43,239.4,02-06-2019,14:24,Cash,4.85
149-14-0304,C,Nagpur,Normal,Female,Food and beverages,52.42,1,2.62,55.04,02-06-2019,10:22,Credit card,12.06
811-35-1094,B,Mumbai,Member,Male,Electronic accessories,50.45,6,2.52,317.84,02-06-2019,15:16,Credit card,8.07
373-88-1424,C,Nagpur,Member,Male,Home and lifestyle,35.81,5,1.79,188,02-06-2019,18:44,Ewallet,8.24
252-56-2699,A,Chennai,Normal,Male,Food and beverages,43.19,10,2.16,453.5,02-07-2019,16:48,Ewallet,6.48
635-40-6220,A,Chennai,Normal,Male,Health and beauty,89.6,8,4.48,752.64,02-07-2019,11:28,Ewallet,18.82
214-17-6927,C,Nagpur,Normal,Female,Food and beverages,16.48,6,0.82,103.82,02-07-2019,18:23,Ewallet,3.13
380-94-4661,C,Nagpur,Member,Male,Electronic accessories,65.94,4,3.3,276.95,02-07-2019,13:05,Credit card,11.21
868-81-1752,B,Mumbai,Normal,Male,Home and lifestyle,22.02,9,1.1,208.09,02-07-2019,18:48,Cash,4.84
810-60-6344,C,Nagpur,Normal,Female,Electronic accessories,40.86,8,2.04,343.22,02-07-2019,14:38,Credit card,7.76
533-33-5337,B,Mumbai,Normal,Male,Electronic accessories,79.39,10,3.97,833.6,02-07-2019,20:24,Cash,15.08
827-44-5872,B,Mumbai,Member,Female,Food and beverages,54.36,10,2.72,570.78,02-07-2019,11:28,Credit card,12.5
583-41-4548,C,Nagpur,Normal,Male,Home and lifestyle,16.67,7,0.83,122.52,02-07-2019,11:36,Ewallet,3.83
560-49-6611,A,Chennai,Member,Female,Sports and travel,45.58,1,2.28,47.86,02-07-2019,14:13,Cash,7.29
560-49-6611,A,Chennai,Normal,Female,Electronic accessories,28.96,1,1.45,30.41,02-07-2019,10:18,Credit card,5.5
641-96-3695,C,Nagpur,Member,Female,Fashion accessories,43.46,6,2.17,273.8,02-07-2019,17:55,Ewallet,8.26
648-94-3045,C,Nagpur,Normal,Male,Health and beauty,58.95,10,2.95,618.98,02-07-2019,14:27,Ewallet,9.43
626-43-7888,C,Nagpur,Normal,Female,Fashion accessories,60.41,8,3.02,507.44,02-07-2019,12:23,Ewallet,9.06
784-21-9238,C,Nagpur,Member,Male,Sports and travel,10.17,1,0.51,10.68,02-07-2019,14:15,Cash,2.34
114-35-5271,B,Mumbai,Normal,Female,Electronic accessories,57.91,8,2.9,486.44,02-07-2019,15:06,Cash,9.27
453-33-6436,A,Chennai,Normal,Female,Home and lifestyle,93.12,8,4.66,782.21,02-07-2019,10:09,Cash,14.9
430-02-3888,B,Mumbai,Normal,Male,Electronic accessories,46.02,6,2.3,289.93,02-07-2019,15:55,Cash,7.36
744-82-9138,C,Nagpur,Normal,Male,Fashion accessories,86.13,2,4.31,180.87,02-07-2019,17:59,Cash,12.92
